REQUEST ID,,SITE LOCATION,STORET STATION,LATITUDE,,LONGITUDE,FIELD ID,DATE SAMPLED,DATE RECEIVED,,DATE ANALYZED,GROUP ID,ANALYSIS,,COMPONENT,,,STORET PARAMETER,RESULT,REMARK,MDL,PQL,UNITS,TEST COMMENTS,MATRIX,TEMPERATURE,SPECIFIC CONDUCTANCE,SALINITY,PH,DISSOLVED O2,SAMPLE DEPTH,BATCH ID,SAMPLE ID,PRESERVATION,REFERENCE METHOD
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Carbamazepine,,,,8.0E-04,U,8.0E-04,0.0032,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Diuron,,,,0.0020,U,0.0020,0.0080,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Fenuron,,,,0.016,U,0.016,0.064,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Fluridone,,,,8.0E-04,U,8.0E-04,0.0032,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Hydrocodone,,,,0.0020,U,0.0020,0.0080,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Ibuprofen,,,,0.020,U,0.020,0.080,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Imazapyr,,,,0.030,,0.0040,0.016,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Imidacloprid,,,,0.0020,U,0.0020,0.0080,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Linuron,,,,0.0040,U,0.0040,0.016,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,MCPP,,,,0.0020,U,0.0020,0.0080,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Naproxen,,,,0.0080,U,0.0080,0.032,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Primidone,,,,0.0040,U,0.0040,0.016,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Pyraclostrobin,,,,0.0020,U,0.0020,0.0080,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 08:28,CHEMISTRY,W-E8321-MS,,Triclopyr,,,,0.0040,U,0.0040,0.016,ug/L,MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372556,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,19-Oct-2019 18:49,CHEMISTRY,W-E8321-21,,Sucralose,,,99937,0.010,U,0.010,0.040,ug/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372594,2128404,ICE,EPA 8321B
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,21-Oct-2019 13:45,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.005,I,0.0020,0.0050,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372886,2128358,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,21-Oct-2019 16:55,BIOLOGY,CHL-MDFL-W,,"Chlorophyll-a, Modified Fluorometric",,,32211,9.8,,0.30,0.90,ug/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372981,2128328,ICE,EPA 445.0 (mod)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,22-Oct-2019 09:33,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,5.9,,1.0,2.0,mg C/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372970,2128358,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,22-Oct-2019 13:45,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.043,,0.0040,0.010,mg P/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372744,2128374,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,22-Oct-2019 14:21,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.004,U,0.0040,0.010,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372919,2128358,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,23-Oct-2019 14:28,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.52,,0.16,0.40,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372927,2128374,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,8.4,,0.82,2.5,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373192,2128316,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,9.7,,0.60,1.8,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373192,2128316,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,15-Oct-2019 13:37,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.7,I,0.90,2.7,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373192,2128316,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,16-Oct-2019 12:35,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.012,,0.0040,0.010,mg P/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372621,2128367,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,16-Oct-2019 14:10,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.002,U,0.0020,0.0050,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372842,2128367,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,16-Oct-2019 14:10,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.004,U,0.004,0.010,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373491,2128367,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,16-Oct-2019 16:27,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,8.6,,0.10,0.13,NTU,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372600,2128351,ICE,EPA 180.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,17-Oct-2019 14:30,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,10,BJQ,2,2,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range. See Non-Conformance Report #7995.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373375,2128336,ICE,SM 9222 D
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,18-Oct-2019 15:45,CHEMISTRY,W-TSS,,TSS,,,00530,14,A,3.0,10,mg/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373260,2128351,ICE,SM 2540 D-97
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,18-Oct-2019 17:12,CHEMISTRY,W-TKN-F,,"Kjeldahl Nitrogen, filtered",,,00623,0.43,,0.16,0.40,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372667,2128359,FILTER-H2SO4-ICE,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,21-Oct-2019 13:46,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.005,I,0.0020,0.0050,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372886,2128359,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,22-Oct-2019 09:47,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,5.9,,1.0,2.0,mg C/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372970,2128359,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,22-Oct-2019 13:46,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.043,,0.0040,0.010,mg P/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372744,2128375,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,22-Oct-2019 14:22,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.004,U,0.0040,0.010,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372919,2128359,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,23-Oct-2019 14:30,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.50,,0.16,0.40,mg N/L,,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P372927,2128375,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,8.0,,0.82,2.5,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373192,2128317,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,9.1,,0.60,1.8,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373192,2128317,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,15-Oct-2019 13:38,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.5,I,0.90,2.7,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,27.4 C,44375 umhos/cm,,6.78 ,6.84 mg/L,1.6 m,P373192,2128317,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,16-Oct-2019 11:22,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,9.5,AQ,0.10,0.13,NTU,The sample expired prior to receipt.,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372599,2128376,ICE,EPA 180.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,16-Oct-2019 12:36,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.010,Q,0.0040,0.010,mg P/L,O-Phosphate-P: The sample expired prior to receipt.,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372622,2128378,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,16-Oct-2019 14:17,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.002,UQ,0.0020,0.0050,mg N/L,Nitrite-N:  The sample expired prior to receipt.,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372842,2128378,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,16-Oct-2019 14:17,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.004,UQ,0.004,0.010,mg N/L,Nitrate-N: The sample expired prior to reciept.,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P373491,2128378,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,18-Oct-2019 15:45,CHEMISTRY,W-TSS,,TSS,,,00530,24,,3.0,10,mg/L,,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P373260,2128376,ICE,SM 2540 D-97
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,21-Oct-2019 07:48,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,4.3,IQ,2.7,8.0,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P373174,2128318,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,21-Oct-2019 07:48,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,5.6,IQ,1.9,5.8,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P373174,2128318,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,21-Oct-2019 07:48,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,2.9,UQ,2.9,8.7,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P373174,2128318,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,21-Oct-2019 14:30,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.006,,0.0020,0.0050,mg N/L,,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372884,2128377,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,22-Oct-2019 10:15,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,11,,1.0,2.0,mg C/L,,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372970,2128377,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,22-Oct-2019 13:47,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.057,,0.0040,0.010,mg P/L,,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372744,2128379,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,22-Oct-2019 14:07,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.004,U,0.0040,0.010,mg N/L,,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372919,2128377,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,23-Oct-2019 14:31,CHEMISTRY,W-TKN-F,,"Kjeldahl Nitrogen, filtered",,,00623,0.49,,0.16,0.40,mg N/L,,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372927,2128377,FILTER-H2SO4-ICE,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.1,14-Oct-2019 09:45,16-Oct-2019 10:05,,23-Oct-2019 14:33,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.62,,0.16,0.40,mg N/L,,W-BRACKISH,25.12 C,34205.2 umhos/cm,,7.02 ,4.01 mg/L,1.0 m,P372927,2128379,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.10,15-Oct-2019 08:15,16-Oct-2019 10:05,,16-Oct-2019 12:46,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.021,,0.0040,0.010,mg P/L,,W-BRACKISH,25.34 C,24745.3 umhos/cm,,6.93 ,3.69 mg/L,1.0 m,P372622,2128452,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.10,15-Oct-2019 08:15,16-Oct-2019 10:05,,16-Oct-2019 13:57,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.003,I,0.0020,0.0050,mg N/L,,W-BRACKISH,25.34 C,24745.3 umhos/cm,,6.93 ,3.69 mg/L,1.0 m,P372841,2128452,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.10,15-Oct-2019 08:15,16-Oct-2019 10:05,,16-Oct-2019 13:57,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.004,U,0.004,0.010,mg N/L,,W-BRACKISH,25.34 C,24745.3 umhos/cm,,6.93 ,3.69 mg/L,1.0 m,P373491,2128452,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.10,15-Oct-2019 08:15,16-Oct-2019 10:05,,16-Oct-2019 16:27,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,6.6,,0.10,0.13,NTU,,W-BRACKISH,25.34 C,24745.3 umhos/cm,,6.93 ,3.69 mg/L,1.0 m,P372601,2128442,ICE,EPA 180.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.10,15-Oct-2019 08:15,16-Oct-2019 10:05,,17-Oct-2019 14:30,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,33,BQ,2,2,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,W-BRACKISH,25.34 C,24745.3 umhos/cm,,6.93 ,3.69 mg/L,1.0 m,P373375,2128433,ICE,SM 9222 D
