"","stationcode","datetimestamp","monitoringprogram","replicate","temperature","specificconductance","ph","dissolvedoxygen","2,4-d1","acetaminophen1","ammonia-n1","bentazon1","carbamazepine1","chlorophyll-a, corrected1","chlorophyll-a, corrected2","chlorophyll-a, modified fluorometric1","chlorophyll-a, uncorrected1","chlorophyll-a, uncorrected2","diuron1","escherichia coli-quanti-tray1","fecal coliforms-membrane filter1","fenuron1","fluridone1","hydrocodone1","ibuprofen1","imazapyr1","imidacloprid1","kjeldahl nitrogen filtered1","kjeldahl nitrogen1","linuron1","mcpp1","naproxen1","nitrate-n1","nitrite-n1","no2no3-n1","o-phosphate-p1","organic carbon1","phaeophytin-a1","phaeophytin-a2","primidone1","pyraclostrobin1","sucralose1","total-p1","triclopyr1","tss1","F_2,4-d1","F_acetaminophen1","F_ammonia-n1","F_bentazon1","F_carbamazepine1","F_chlorophyll-a, corrected1","F_chlorophyll-a, corrected2","F_chlorophyll-a, modified fluorometric1","F_chlorophyll-a, uncorrected1","F_chlorophyll-a, uncorrected2","F_diuron1","F_escherichia coli-quanti-tray1","F_fecal coliforms-membrane filter1","F_fenuron1","F_fluridone1","F_hydrocodone1","F_ibuprofen1","F_imazapyr1","F_imidacloprid1","F_kjeldahl nitrogen filtered1","F_kjeldahl nitrogen1","F_linuron1","F_mcpp1","F_naproxen1","F_nitrate-n1","F_nitrite-n1","F_no2no3-n1","F_o-phosphate-p1","F_organic carbon1","F_phaeophytin-a1","F_phaeophytin-a2","F_primidone1","F_pyraclostrobin1","F_sucralose1","F_total-p1","F_triclopyr1","F_tss1"
"225","gtmssnut","2018-09-05 08:37:00","1","1","28.8","51196","7.77","4.72"," "," ","0.10"," "," ","4.3"," ","14","6.2"," "," "," ","23"," "," "," "," "," "," ","0.44","0.66"," "," "," ","0.046","0.01","0.056","0.042","3.9","2.7"," "," "," "," ","0.085"," ","25"," "," "," "," "," "," "," ","J"," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"226","gtmssnut","2018-10-23 10:21:00","1","1","25.1","53480","7.94","5.63"," "," ","0.019"," "," ","5.1"," "," ","6.3"," "," "," ","3"," "," "," "," "," "," ","0.30","0.37"," "," "," ","0.006","0.018","0.025","0.015","2.2","1.6"," "," "," "," ","0.049"," ","18"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I","I"," "," "," ","I"," "," "," "," ","I"," "," "," "," "," "," "," "
"227","gtmssnut","2018-11-06 10:30:00","1","1","24.1","53849","7.96","5.41"," "," ","0.017"," "," ","5.2"," "," ","6.9"," "," "," ","25"," "," "," "," "," "," ","0.16","0.37"," "," "," ","0.008","0.004","0.012","0.016","2.2","2.5"," "," "," "," ","0.056"," ","22"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","U","I"," "," "," ","I","I"," "," "," ","I"," "," "," "," "," "," "," "
"228","gtmssnut","2018-12-04 09:45:00","1","1","19.5","51168","7.98","6.70"," "," ","0.029"," "," ","7.5"," "," ","9.6"," "," "," ","31"," "," "," "," "," "," ","0.32","0.45"," "," "," ","0.16","0.004","0.16","0.020","3.1","3.0"," "," "," "," ","0.061"," ","24"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I"," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," "," "
"229","gtmssnut","2018-01-16 11:40:00","1","2","10.9","50241","7.21","10.94"," "," ","0.01"," "," ","4.1"," "," ","4.8"," "," "," ","25"," "," "," "," "," "," ","0.22","0.30"," "," "," ","0.031","0.002","0.032","0.017","3.4","0.92"," "," "," "," ","0.037"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","IJ","I"," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"230","gtmssnut","2018-02-13 10:53:00","1","2","17.8","46743","7.66","7.61"," "," ","0.038"," "," ","3.1"," "," ","4.8"," "," "," ","62"," "," "," "," "," "," ","0.41","0.47"," "," "," ","0.049","0.002","0.050","0.026","5.2","2.5"," "," "," "," ","0.062"," ","22"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "
"231","gtmssnut","2018-03-27 09:56:00","1","2","17.6","52550","7.44","7.69"," "," ","0.015"," "," ","2.8"," "," ","3.5"," "," "," ","21"," "," "," "," "," "," ","0.16","0.20"," "," "," ","0.021","0.002","0.021","0.012","2.5","1.0"," "," "," "," ","0.039"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","U","I"," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"232","gtmssnut","2018-04-25 09:13:00","1","2","20.6","51744","7.54","7.53"," "," ","0.055"," "," ","2.5"," "," ","3.9"," "," "," ","7"," "," "," "," "," "," ","0.34","0.32"," "," "," ","0.045","0.002","0.047","0.023","3.4","2.2"," "," "," "," ","0.072"," ","23"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I","I"," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "
"233","gtmssnut","2018-05-29 11:43:00","1","2","26.8","49301","7.35","5.63"," "," ","0.070"," "," ","7.4"," "," ","9.0"," "," "," ","10"," "," "," "," "," "," ","0.45","0.56"," "," "," ","0.028","0.005","0.032","0.024","4.1","2.3"," "," "," "," ","0.072"," ","30"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "
"234","gtmssnut","2018-06-12 10:44:00","1","2","27.4","50113","7.40","5.28"," "," ","0.13"," "," ","5.9"," "," ","8.4"," "," "," ","88"," "," "," "," "," "," ","0.53","0.79"," "," "," ","0.039","0.007","0.045","0.040","5.4","3.7"," "," "," "," ","0.10"," ","61"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"235","gtmssnut","2018-07-24 10:45:00","1","2","27.5","51257","7.35","4.39"," "," ","0.13"," "," ","3.4"," "," ","4.9"," "," "," ","44"," "," "," "," "," "," ","0.49","0.58"," "," "," ","0.039","0.009","0.048","0.036","4.0","2.2"," "," "," "," ","0.078"," ","23"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"236","gtmssnut","2018-08-07 08:59:00","1","2","29.3","47820","7.54","4.41"," "," ","0.075"," "," ","7.1"," "," ","12"," "," "," ","18"," "," "," "," "," "," ","0.44","0.94"," "," "," ","0.031","0.005","0.036","0.034","6.2","8.0"," "," "," "," ","0.11"," ","35"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"237","gtmssnut","2018-09-05 08:43:00","1","2","28.8","51196","7.77","4.72"," "," ","0.10"," "," ","4.5"," "," ","6.5"," "," "," ","11"," "," "," "," "," "," ","0.46","0.64"," "," "," ","0.036","0.01","0.046","0.047","3.8","3.0"," "," "," "," ","0.084"," ","28"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"238","gtmssnut","2018-10-23 10:22:00","1","2","25.1","53480","7.94","5.63"," "," ","0.022"," "," ","4.8"," "," ","5.7"," "," "," ","5"," "," "," "," "," "," ","0.26","0.37"," "," "," ","0.006","0.015","0.022","0.016","2.3","1.1"," "," "," "," ","0.046"," ","18"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I","I"," "," "," ","I"," "," "," "," ","I"," "," "," "," "," "," "," "
"239","gtmssnut","2018-11-06 10:31:00","1","2","24.1","53849","7.96","5.41"," "," ","0.019"," "," ","7.5"," "," ","8.0"," "," "," ","13"," "," "," "," "," "," ","0.16","0.49"," "," "," ","0.010","0.006","0.017","0.018","2.3","1.2"," "," "," "," ","0.062"," ","22"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","UJ"," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "
"240","gtmssnut","2018-12-04 09:47:00","1","2","19.5","51168","7.98","6.70"," "," ","0.028"," "," ","6.8"," "," ","8.6"," "," "," ","39"," "," "," "," "," "," ","0.29","0.43"," "," "," ","0.17","0.004","0.17","0.019","3.1","2.5"," "," "," "," ","0.055"," ","26"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I"," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," "," "
